6.6076765675e-10 1.2145991794e+00 7.7384035492e-03 1.3951332863e-02 4.9845720782e+00 3.8020163453e+00 1.4169765381e+00
6.6076765675e-10 7.5074429083e-01 2.9512234312e-03 1.6119759230e-02 4.4546381514e+00 2.4554439976e-01 3.7210582641e-01
6.6076765675e-10 6.9162635998e-01 2.9836147889e-03 2.2200263143e-03 4.8998786796e+00 6.2798445076e+00 4.7498094222e+00
6.6076765675e-10 5.5526256017e-01 4.9586555514e-03 1.3452150151e-02 5.1200926664e+00 5.5141827686e-01 1.5956533578e+00
6.6076765675e-10 7.6419718636e-01 1.6714359581e-03 1.7216608878e-02 1.9428584351e-01 9.1965051620e-02 5.2905276523e+00
6.6076765675e-10 8.2383765081e-01 7.3698024807e-03 7.0166897472e-03 5.7551708693e+00 5.8064559605e+00 4.5310894436e+00
6.6076765675e-10 6.0541887188e-01 6.0319613671e-03 1.6285008690e-03 3.4259619361e+00 1.7956471729e-01 5.3877281893e+00
6.6076765675e-10 7.8886876228e-01 2.2966409926e-03 1.0674748003e-02 5.5682890169e+00 2.4983734760e+00 3.3343998815e+00
6.6076765675e-10 9.1221474355e-01 9.0869303322e-03 5.8380793026e-03 5.0629742458e+00 4.0659529568e+00 2.4554800608e+00
6.6076765675e-10 7.6264815293e-01 5.7658837385e-03 1.1942958534e-02 4.0664550291e+00 3.9655056334e+00 3.5476055197e-01
6.6076765675e-10 9.2217175584e-01 7.8173937316e-03 3.2403749017e-03 5.8094564375e+00 4.0996696016e+00 6.1646604635e+00
6.6076765675e-10 7.9733698697e-01 6.7789039605e-03 3.4214265662e-03 3.5206076660e+00 2.6463639143e-01 4.7357655515e+00
6.6076765675e-10 6.5224035896e-01 8.3648280514e-03 1.4085971306e-02 5.4711217097e+00 3.3819678998e+00 3.6839769065e+00
6.6076765675e-10 8.5823915598e-01 7.3485452327e-05 1.8647017249e-03 2.6936890026e+00 4.3825227897e+00 4.9948390563e+00
6.6076765675e-10 5.8901477739e-01 8.7291723930e-03 1.3189902765e-02 3.1957345577e+00 5.2976050336e+00 2.9323969582e+00
6.6076765675e-10 5.1758650897e-01 5.3745856649e-03 1.4722731557e-02 2.7551738932e+00 1.9076438040e+00 2.1501283098e+00
6.6076765675e-10 8.1624225757e-01 7.5341051025e-03 3.8358724355e-03 3.8858229360e+00 3.9790125974e+00 3.7830014410e+00
6.6076765675e-10 1.0293292032e+00 5.8364215796e-03 1.2344293866e-02 1.8046909204e+00 4.4449061208e+00 5.5063596442e+00
6.6076765675e-10 5.0257876780e-01 7.2247670197e-03 1.2984654290e-02 2.3110418369e+00 6.2365823048e+00 2.2525812625e+00
6.6076765675e-10 7.5243541473e-01 5.1729749322e-03 6.7821599102e-03 1.5473850077e+00 5.3831775246e+00 1.6305871258e+00
6.6076765675e-10 6.8052565138e-01 5.4296481793e-03 1.2614709029e-02 1.6503667467e+00 5.2620483316e+00 3.1386805017e+00
