7.8210862644e-10 3.1839227394e-01 6.6329055428e-03 1.5500952848e-02 3.2425873656e+00 1.0564343627e+00 3.7922642455e+00
7.8210862644e-10 6.8966012767e-01 3.8672020125e-03 9.9587258778e-05 1.1226598731e+00 3.1769768468e+00 2.6927578090e+00
7.8210862644e-10 3.4698209750e-01 4.4537937796e-03 3.9925641952e-03 6.0821433739e+00 2.9180781619e+00 1.4296202663e+00
7.8210862644e-10 5.8122363602e-01 4.8850616211e-03 1.8379977959e-03 3.5559760341e+00 5.5178144462e+00 3.7382146807e+00
7.8210862644e-10 3.6298830316e-01 7.7060666138e-03 3.8058331182e-03 2.0939029076e+00 3.7539312511e+00 5.5126932923e+00
7.8210862644e-10 4.3430591181e-01 1.4650494967e-03 7.8317538058e-03 2.1007272825e+00 1.1968850989e+00 1.4091219379e+00
7.8210862644e-10 4.2751671944e-01 7.5723043522e-03 7.1353874864e-03 3.1279391341e+00 5.6809519401e+00 1.5036432490e+00
7.8210862644e-10 4.2522098228e-01 8.3856581574e-03 7.5740773520e-03 2.4412282688e+00 1.4035301290e+00 1.0031314074e+00
7.8210862644e-10 3.1392137587e-01 9.9965523766e-04 1.6436336831e-03 2.7292117086e+00 2.2530580622e+00 7.3829247612e-01
7.8210862644e-10 5.6387747809e-01 7.4956614784e-03 7.1338033225e-03 4.1702795843e+00 5.2724987936e+00 2.2968411152e+00
7.8210862644e-10 3.1942932796e-01 5.1421104143e-03 1.6137440879e-02 4.9062088117e+00 5.9837489991e+00 3.1090381058e+00
7.8210862644e-10 3.9835611809e-01 7.2055055801e-03 3.4709721943e-04 1.8389360169e-01 5.0256407623e+00 9.5764695771e-01
7.8210862644e-10 6.2412483413e-01 9.6947874779e-03 5.5173634443e-03 2.2371787773e+00 4.2564909792e+00 5.1535577054e+00
7.8210862644e-10 4.5526490603e-01 5.2606954957e-03 8.1374633614e-03 3.6965162194e+00 2.3727857335e+00 7.5485532237e-01
7.8210862644e-10 4.2549084474e-01 4.8939325984e-03 4.0977012957e-03 5.0820492881e-01 4.3941824035e+00 3.5902989970e+00
7.8210862644e-10 3.9216207511e-01 9.9840478645e-03 1.0301124312e-02 2.2356437004e+00 5.8804533345e+00 4.4045847946e+00
7.8210862644e-10 5.4885420736e-01 6.0199269206e-03 1.1853881739e-03 6.1134495882e+00 5.6970616248e+00 7.3917483223e-01
7.8210862644e-10 4.4878597899e-01 3.6462368053e-03 2.6247833558e-03 4.0896201374e+00 1.7343218184e+00 4.9310800722e+00
7.8210862644e-10 4.5620745238e-01 4.5694766558e-03 1.4675767735e-02 9.5728516289e-01 1.4413417798e+00 5.0027893534e+00
7.8210862644e-10 5.2213125082e-01 4.8662400036e-04 1.1824876582e-02 3.3225618604e+00 4.7109629973e+00 3.0968495734e+00
7.8210862644e-10 6.2754111894e-01 4.5997964372e-03 1.2933959435e-02 1.9437342078e+00 4.4263459752e-01 2.9210705758e+00
7.8210862644e-10 4.0203024147e-01 8.6936962287e-03 3.3987740324e-03 4.2300862155e+00 3.0909782306e+00 3.7543956284e+00
7.8210862644e-10 5.4863904196e-01 5.9095336170e-03 1.2539800732e-02 3.2376303173e+00 1.0856456707e+00 2.9824774919e+00
7.8210862644e-10 3.6764650204e-01 7.0837644810e-03 1.7469911452e-02 4.6463967053e+00 5.5332064961e+00 3.8544899862e+00
7.8210862644e-10 6.6401399026e-01 5.3489154943e-03 1.6648541181e-02 3.5994130551e+00 4.7064992061e+00 3.1112457922e+00
7.8210862644e-10 6.9442186083e-01 3.3475943418e-03 5.6481596355e-03 1.3326652047e+00 4.2537648247e+00 2.8056264052e+00
7.8210862644e-10 4.5208028000e-01 2.0789161135e-04 8.3617007450e-03 2.8366636317e+00 1.4637978205e+00 2.8074667848e-01
7.8210862644e-10 5.5750489657e-01 6.6533254076e-03 1.4863260078e-02 5.4292195855e+00 1.2349108277e+00 3.6194075445e+00
7.8210862644e-10 4.9582431868e-01 8.2792797617e-03 7.9933810513e-03 5.0090743050e+00 3.5498078867e+00 3.5181615103e+00
7.8210862644e-10 4.0494626128e-01 2.1523256158e-03 1.0787590385e-02 3.7297288787e-01 3.7454250055e+00 5.5118762449e+00
7.8210862644e-10 3.1952640490e-01 8.8954213293e-03 5.5862727561e-03 4.0495862947e+00 2.1107607417e+00 8.6999305619e-01
7.8210862644e-10 4.0959272731e-01 7.4698403541e-03 1.7307467568e-02 5.4725337753e-01 2.9977927754e+00 6.1505657606e+00
7.8210862644e-10 4.2007542822e-01 6.3683520427e-03 1.4121843506e-02 5.2995822292e+00 5.1883017157e+00 1.0416249725e+00
7.8210862644e-10 3.6255465881e-01 8.7605149565e-03 1.4545425894e-02 3.9478083127e+00 2.4768199346e+00 5.4291773027e+00
7.8210862644e-10 6.3523935145e-01 3.5679267975e-03 7.7045009380e-03 4.2880093922e+00 6.1916915522e-01 6.2259994054e+00
7.8210862644e-10 6.4297598278e-01 7.3477997369e-03 9.4465367687e-03 1.4022980639e+00 3.1100165982e+00 4.8215928867e-01
7.8210862644e-10 6.3430724981e-01 4.7288482913e-03 5.4296487223e-03 2.4637689938e+00 3.1597580200e+00 1.8030254187e+00
7.8210862644e-10 3.1087069251e-01 2.5425731242e-03 1.2489082250e-02 2.5690104375e+00 2.4351556031e+00 1.1011193269e+00
7.8210862644e-10 4.0423696830e-01 5.8475309694e-03 4.3749241717e-03 5.4548353203e+00 1.7013260405e+00 4.2807638669e+00
7.8210862644e-10 5.4574759497e-01 2.5739911451e-03 1.6091665665e-02 4.8319040285e+00 4.2338935295e+00 5.5837299305e-01
7.8210862644e-10 5.6036049559e-01 8.6550910180e-03 1.3097976846e-02 1.0202799515e+00 5.2060289503e+00 1.4585661653e+00
7.8210862644e-10 5.2048646226e-01 9.5632470430e-03 1.5925472360e-02 5.2804860988e+00 5.3511472912e+00 6.3416791544e-01
7.8210862644e-10 4.5361817445e-01 1.5293386006e-03 6.9377546226e-03 5.3692587386e-02 2.9547612322e+00 5.1808446824e+00
7.8210862644e-10 6.6021097167e-01 3.6584515487e-03 4.4623594619e-03 1.3494872898e+00 9.2388977715e-01 3.0424174936e+00
7.8210862644e-10 3.8289876560e-01 6.8632909533e-03 1.2398715302e-02 3.3499436357e+00 5.7412648428e+00 4.1021246485e+00
7.8210862644e-10 4.4238900569e-01 6.9965042939e-03 1.2316059102e-02 2.0992604738e+00 1.1251568312e+00 2.2549998243e-01
7.8210862644e-10 6.4603902424e-01 5.2592704214e-03 1.3860637022e-02 8.7830234558e-01 2.6980457915e+00 3.3092097048e+00
7.8210862644e-10 4.1502188218e-01 3.1575173706e-03 1.0173557892e-02 4.8110943217e+00 3.4885227581e+00 1.2812898756e-01
7.8210862644e-10 4.7502163131e-01 8.5702624507e-03 1.0461647987e-02 2.8474900476e+00 1.1083372495e+00 1.1407815339e+00
7.8210862644e-10 4.4331354039e-01 5.8105657313e-03 1.6937115840e-02 6.0951365759e+00 1.5671241964e+00 6.0581055109e+00
7.8210862644e-10 3.6124401896e-01 3.9191866569e-03 1.0633546628e-02 1.3383582033e+00 5.7211920605e+00 4.5077022986e+00
7.8210862644e-10 3.7011008586e-01 1.1930124233e-03 5.8100707792e-03 4.9797570201e-01 2.5972694051e+00 1.5179477302e+00
7.8210862644e-10 5.0836347760e-01 3.0944368605e-03 3.1558648580e-03 2.2663350828e-01 1.9161797526e+00 3.6732679374e+00
7.8210862644e-10 6.6822642088e-01 2.3563978202e-03 1.3358620378e-02 5.7962200601e+00 3.2271500861e+00 6.6027936542e-01
7.8210862644e-10 6.5368408237e-01 1.0140841177e-03 1.5598835100e-02 2.3508836585e+00 2.1190055463e-01 4.3115089611e+00
7.8210862644e-10 3.1506034131e-01 3.8654469815e-03 6.4827375916e-03 1.5598275737e+00 3.5271755438e+00 2.8745455814e+00
7.8210862644e-10 6.7141161280e-01 4.4400146939e-03 1.6176329101e-02 3.5772539415e+00 6.0663285815e+00 3.9500571024e+00
7.8210862644e-10 5.0005521582e-01 7.6558386841e-03 1.1241099001e-03 5.3187207277e+00 5.6535367596e+00 1.8000290487e+00
7.8210862644e-10 4.7218392742e-01 5.6768777970e-03 2.6224786329e-03 2.6987741173e+00 2.6424516815e+00 1.3006471595e+00
7.8210862644e-10 3.4415648280e-01 3.8998849161e-03 8.5344226582e-03 3.5881112388e-01 2.2184935503e+00 1.3762677397e+00
7.8210862644e-10 6.1899684649e-01 6.2664754045e-03 4.9004900074e-03 6.1197236540e+00 1.7262390932e+00 2.8412075866e+00
7.8210862644e-10 4.2122952914e-01 7.2546919202e-03 1.1739561455e-03 5.6539278385e-01 5.6149966678e+00 4.5957156104e+00
7.8210862644e-10 4.8253315164e-01 5.7071560978e-03 1.6801882528e-02 1.0575625214e+00 4.4811548875e+00 3.0584169684e+00
7.8210862644e-10 4.9898075840e-01 5.1230255859e-03 7.2959802446e-03 1.9190558517e+00 2.8959469936e+00 1.1781907117e+00
7.8210862644e-10 5.8388137436e-01 4.9885761158e-03 2.4959141279e-03 2.2081999349e+00 5.3465210873e+00 6.2028401204e+00
7.8210862644e-10 4.6895829551e-01 8.9609184915e-03 1.5892794002e-02 3.1211167528e+00 5.1638307343e+00 6.3208092827e-01
7.8210862644e-10 6.1388354498e-01 7.2342370462e-03 9.5251937527e-03 3.1552398226e+00 4.4056456530e-01 5.4169104241e+00
7.8210862644e-10 3.5368793035e-01 2.1418963332e-03 1.5722626240e-02 2.4061756382e-01 4.0221083852e+00 1.6759163222e+00
7.8210862644e-10 3.5534888039e-01 5.9042433707e-03 1.9686008666e-03 4.4496586790e+00 7.8335628807e-01 2.6620899174e+00
7.8210862644e-10 3.0121561369e-01 3.0538297504e-03 1.7068860642e-02 3.6374420349e+00 2.2368275335e+00 1.6146416116e+00
7.8210862644e-10 5.6204504266e-01 9.6434997091e-03 1.1801509915e-02 2.1820572867e+00 4.0414172768e+00 1.2346354880e+00
7.8210862644e-10 3.8670420849e-01 7.7803891592e-03 5.8648126081e-03 3.7743856696e+00 1.7396262377e+00 5.4186041093e+00
7.8210862644e-10 3.2014887302e-01 3.8718712636e-03 5.4030311091e-04 4.3330220623e+00 2.6538669389e+00 2.5702171110e+00
7.8210862644e-10 4.2494244396e-01 2.6659773282e-04 7.5588182134e-03 3.6883570883e+00 3.8693115502e+00 6.1934947564e+00
7.8210862644e-10 5.4905307212e-01 4.4846436773e-03 7.5344221676e-03 5.3537284244e-01 5.9700607966e+00 2.0864152146e+00
7.8210862644e-10 3.1495432395e-01 7.0525083644e-03 6.3578211575e-03 4.4711793030e+00 2.3636346884e+00 5.4787002184e+00
7.8210862644e-10 6.3020464833e-01 7.4349464388e-03 9.6909031691e-03 2.6622977060e+00 4.1255798061e+00 1.5248607353e+00
7.8210862644e-10 4.0983411535e-01 3.7371047495e-03 4.1027300861e-03 5.1647405185e+00 3.8110856429e-01 1.8267320715e+00
7.8210862644e-10 6.2524203700e-01 1.2630377416e-03 9.3290110454e-04 5.1594978754e+00 3.7330560254e+00 5.3364564702e+00
